Date,New_Cases,New_Deaths,Value,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,SP500_Daily_Return,New_Cases_7d_avg,New_Cases_12d_avg,retail_and_recreation_percent_change_from_baseline_change,grocery_and_pharmacy_percent_change_from_baseline_change,parks_percent_change_from_baseline_change,transit_stations_percent_change_from_baseline_change,workplaces_percent_change_from_baseline_change,residential_percent_change_from_baseline_change,New_Cases_lag_1,New_Deaths_lag_1,retail_and_recreation_percent_change_from_baseline_lag1,grocery_and_pharmacy_percent_change_from_baseline_lag1,parks_percent_change_from_baseline_lag1,transit_stations_percent_change_from_baseline_lag1,workplaces_percent_change_from_baseline_lag1,residential_percent_change_from_baseline_lag1,New_Cases_lag_3,New_Deaths_lag_3,retail_and_recreation_percent_change_from_baseline_lag3,grocery_and_pharmacy_percent_change_from_baseline_lag3,parks_percent_change_from_baseline_lag3,transit_stations_percent_change_from_baseline_lag3,workplaces_percent_change_from_baseline_lag3,residential_percent_change_from_baseline_lag3,New_Cases_lag_5,New_Deaths_lag_5,retail_and_recreation_percent_change_from_baseline_lag5,grocery_and_pharmacy_percent_change_from_baseline_lag5,parks_percent_change_from_baseline_lag5,transit_stations_percent_change_from_baseline_lag5,workplaces_percent_change_from_baseline_lag5,residential_percent_change_from_baseline_lag5,New_Cases_lag_7,New_Deaths_lag_7,retail_and_recreation_percent_change_from_baseline_lag7,grocery_and_pharmacy_percent_change_from_baseline_lag7,parks_percent_change_from_baseline_lag7,transit_stations_percent_change_from_baseline_lag7,workplaces_percent_change_from_baseline_lag7,residential_percent_change_from_baseline_lag7,is_trading_day,Market_Up
2022-12-22,77126,472,3822.39,,,,,,,-0.014451686760656446,73010.71428571429,73010.71428571429,0.0,0.0,0.0,0.0,0.0,0.0,76332.0,467.0,,,,,,,59025.0,365.0,,,,,,,79020.0,469.0,,,,,,,67193.0,489.0,,,,,,,True,0
2022-12-23,72507,459,3844.82,,,,,,,0.005868056373107056,72377.28571428571,72377.28571428571,0.0,0.0,0.0,0.0,0.0,0.0,77126.0,472.0,,,,,,,69125.0,547.0,,,,,,,73506.0,435.0,,,,,,,76941.0,455.0,,,,,,,True,1
2022-12-26,49753,297,3844.82,,,,,,,0.0,68196.28571428571,68196.28571428571,0.0,0.0,0.0,0.0,0.0,0.0,72507.0,459.0,,,,,,,76332.0,467.0,,,,,,,59025.0,365.0,,,,,,,79020.0,469.0,,,,,,,True,0
2022-12-27,53757,332,3829.25,,,,,,,-0.004049604402806883,65375.0,65375.0,0.0,0.0,0.0,0.0,0.0,0.0,49753.0,297.0,,,,,,,77126.0,472.0,,,,,,,69125.0,547.0,,,,,,,73506.0,435.0,,,,,,,True,0
2022-12-28,69486,489,3783.22,,,,,,,-0.01202063067180259,66869.42857142857,66869.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,53757.0,332.0,,,,,,,72507.0,459.0,,,,,,,76332.0,467.0,,,,,,,59025.0,365.0,,,,,,,True,0
2022-12-29,75618,510,3849.28,,,,,,,0.017461316021801565,67797.0,67797.0,0.0,0.0,0.0,0.0,0.0,0.0,69486.0,489.0,,,,,,,49753.0,297.0,,,,,,,77126.0,472.0,,,,,,,69125.0,547.0,,,,,,,True,1
2022-12-30,77382,494,3839.5,,,,,,,-0.0025407348906808513,67947.0,67947.0,0.0,0.0,0.0,0.0,0.0,0.0,75618.0,510.0,,,,,,,53757.0,332.0,,,,,,,72507.0,459.0,,,,,,,76332.0,467.0,,,,,,,True,0
2023-01-02,53682,358,3839.5,,,,,,,0.0,64597.857142857145,64597.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,77382.0,494.0,,,,,,,69486.0,489.0,,,,,,,49753.0,297.0,,,,,,,77126.0,472.0,,,,,,,True,0
2023-01-03,55576,382,3824.14,,,,,,,-0.004000520901158988,62179.142857142855,62179.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,53682.0,358.0,,,,,,,75618.0,510.0,,,,,,,53757.0,332.0,,,,,,,72507.0,459.0,,,,,,,True,0
2023-01-04,70262,577,3852.97,,,,,,,0.00753894993384141,65109.0,65109.0,0.0,0.0,0.0,0.0,0.0,0.0,55576.0,382.0,,,,,,,77382.0,494.0,,,,,,,69486.0,489.0,,,,,,,49753.0,297.0,,,,,,,True,1
2023-01-05,73976,570,3808.1,,,,,,,-0.01164556173549236,67997.42857142857,67997.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,70262.0,577.0,,,,,,,53682.0,358.0,,,,,,,75618.0,510.0,,,,,,,53757.0,332.0,,,,,,,True,0
2023-01-06,72738,602,3895.08,,,,,,,0.02284078674404566,68462.0,68462.0,0.0,0.0,0.0,0.0,0.0,0.0,73976.0,570.0,,,,,,,55576.0,382.0,,,,,,,77382.0,494.0,,,,,,,69486.0,489.0,,,,,,,True,1
2023-01-09,56290,516,3892.09,,,,,,,-0.0007676350678290644,65700.85714285714,65700.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,72738.0,602.0,,,,,,,70262.0,577.0,,,,,,,53682.0,358.0,,,,,,,75618.0,510.0,,,,,,,True,0
2023-01-10,60966,644,3919.25,,,,,,,0.006978255898501873,63355.71428571428,63355.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,56290.0,516.0,,,,,,,73976.0,570.0,,,,,,,55576.0,382.0,,,,,,,77382.0,494.0,,,,,,,True,1
2023-01-11,64676,594,3969.61,,,,,,,0.012849397206098123,64926.28571428572,64926.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,60966.0,644.0,,,,,,,72738.0,602.0,,,,,,,70262.0,577.0,,,,,,,53682.0,358.0,,,,,,,True,1
2023-01-12,57618,582,3983.17,,,,,,,0.00341595270064321,65218.0,65218.0,0.0,0.0,0.0,0.0,0.0,0.0,64676.0,594.0,,,,,,,56290.0,516.0,,,,,,,73976.0,570.0,,,,,,,55576.0,382.0,,,,,,,True,1
2023-01-13,54699,684,3999.09,,,,,,,0.003996816605869258,62994.71428571428,62994.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,57618.0,582.0,,,,,,,60966.0,644.0,,,,,,,72738.0,602.0,,,,,,,70262.0,577.0,,,,,,,True,1
2023-01-16,39032,458,3999.09,,,,,,,0.0,58002.71428571428,58002.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,54699.0,684.0,,,,,,,64676.0,594.0,,,,,,,56290.0,516.0,,,,,,,73976.0,570.0,,,,,,,True,0
2023-01-17,44978,531,3990.97,,,,,,,-0.0020304619300891558,54037.0,54037.0,0.0,0.0,0.0,0.0,0.0,0.0,39032.0,458.0,,,,,,,57618.0,582.0,,,,,,,60966.0,644.0,,,,,,,72738.0,602.0,,,,,,,True,0
2023-01-18,49666,695,3928.86,,,,,,,-0.01556263264319191,53090.71428571428,53090.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,44978.0,531.0,,,,,,,54699.0,684.0,,,,,,,64676.0,594.0,,,,,,,56290.0,516.0,,,,,,,True,0
2023-01-19,50319,549,3898.85,,,,,,,-0.007638348019527341,51569.71428571428,51569.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,49666.0,695.0,,,,,,,39032.0,458.0,,,,,,,57618.0,582.0,,,,,,,60966.0,644.0,,,,,,,True,0
2023-01-20,46920,538,3972.61,,,,,,,0.01891839901509429,49033.142857142855,49033.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,50319.0,549.0,,,,,,,44978.0,531.0,,,,,,,54699.0,684.0,,,,,,,64676.0,594.0,,,,,,,True,1
2023-01-23,37547,489,4019.81,,,,,,,0.011881357596139619,46165.857142857145,46165.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,46920.0,538.0,,,,,,,49666.0,695.0,,,,,,,39032.0,458.0,,,,,,,57618.0,582.0,,,,,,,True,1
2023-01-24,43639,563,4016.95,,,,,,,-0.0007114764130643492,44585.857142857145,44585.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,37547.0,489.0,,,,,,,50319.0,549.0,,,,,,,44978.0,531.0,,,,,,,54699.0,684.0,,,,,,,True,0
2023-01-25,46256,569,4016.22,,,,,,,-0.00018172991946630024,45617.857142857145,45617.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,43639.0,563.0,,,,,,,46920.0,538.0,,,,,,,49666.0,695.0,,,,,,,39032.0,458.0,,,,,,,True,0
2023-01-26,47051,536,4060.43,,,,,,,0.011007863115068517,45914.0,45914.0,0.0,0.0,0.0,0.0,0.0,0.0,46256.0,569.0,,,,,,,37547.0,489.0,,,,,,,50319.0,549.0,,,,,,,44978.0,531.0,,,,,,,True,1
2023-01-27,45765,537,4070.56,,,,,,,0.002494809663015962,45356.71428571428,45356.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,47051.0,536.0,,,,,,,43639.0,563.0,,,,,,,46920.0,538.0,,,,,,,49666.0,695.0,,,,,,,True,1
2023-01-30,35485,436,4017.77,,,,,,,-0.012968731575016657,43237.57142857143,43237.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,45765.0,537.0,,,,,,,46256.0,569.0,,,,,,,37547.0,489.0,,,,,,,50319.0,549.0,,,,,,,True,0
2023-01-31,40622,568,4076.6,,,,,,,0.014642450911824145,42337.857142857145,42337.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,35485.0,436.0,,,,,,,47051.0,536.0,,,,,,,43639.0,563.0,,,,,,,46920.0,538.0,,,,,,,True,1
2023-02-01,45945,524,4119.21,,,,,,,0.010452337732424155,43537.57142857143,43537.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,40622.0,568.0,,,,,,,45765.0,537.0,,,,,,,46256.0,569.0,,,,,,,37547.0,489.0,,,,,,,True,1
2023-02-02,44731,505,4179.76,,,,,,,0.01469942051995421,43693.57142857143,43693.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,45945.0,524.0,,,,,,,35485.0,436.0,,,,,,,47051.0,536.0,,,,,,,43639.0,563.0,,,,,,,True,1
2023-02-03,44463,461,4136.48,,,,,,,-0.010354661511665864,43437.42857142857,43437.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,44731.0,505.0,,,,,,,40622.0,568.0,,,,,,,45765.0,537.0,,,,,,,46256.0,569.0,,,,,,,True,0
2023-02-06,34319,450,4111.08,,,,,,,-0.006140486597300043,41618.57142857143,41618.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,44463.0,461.0,,,,,,,45945.0,524.0,,,,,,,35485.0,436.0,,,,,,,47051.0,536.0,,,,,,,True,0
2023-02-07,39123,455,4164.0,,,,,,,0.01287252984617182,40669.71428571428,40669.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,34319.0,450.0,,,,,,,44731.0,505.0,,,,,,,40622.0,568.0,,,,,,,45765.0,537.0,,,,,,,True,1
2023-02-08,43153,546,4117.86,,,,,,,-0.011080691642651352,41765.142857142855,41765.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,39123.0,455.0,,,,,,,44463.0,461.0,,,,,,,45945.0,524.0,,,,,,,35485.0,436.0,,,,,,,True,0
2023-02-09,42486,457,4081.5,,,,,,,-0.008829829085981511,42031.42857142857,42031.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,43153.0,546.0,,,,,,,34319.0,450.0,,,,,,,44731.0,505.0,,,,,,,40622.0,568.0,,,,,,,True,0
2023-02-10,41702,458,4090.46,,,,,,,0.0021952713463186946,41425.28571428572,41425.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,42486.0,457.0,,,,,,,39123.0,455.0,,,,,,,44463.0,461.0,,,,,,,45945.0,524.0,,,,,,,True,1
2023-02-13,32418,368,4137.29,,,,,,,0.011448590134117032,39666.28571428572,39666.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,41702.0,458.0,,,,,,,43153.0,546.0,,,,,,,34319.0,450.0,,,,,,,44731.0,505.0,,,,,,,True,1
2023-02-14,38828,427,4136.13,,,,,,,-0.0002803767683676739,38861.28571428572,38861.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,32418.0,368.0,,,,,,,42486.0,457.0,,,,,,,39123.0,455.0,,,,,,,44463.0,461.0,,,,,,,True,0
2023-02-15,40359,459,4147.6,,,,,,,0.0027731236687436045,39724.142857142855,39724.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,38828.0,427.0,,,,,,,41702.0,458.0,,,,,,,43153.0,546.0,,,,,,,34319.0,450.0,,,,,,,True,1
2023-02-16,39070,443,4090.41,,,,,,,-0.01378869707782826,39716.57142857143,39716.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,40359.0,459.0,,,,,,,32418.0,368.0,,,,,,,42486.0,457.0,,,,,,,39123.0,455.0,,,,,,,True,0
2023-02-17,37845,381,4079.09,,,,,,,-0.0027674487398573477,38958.28571428572,38958.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,39070.0,443.0,,,,,,,38828.0,427.0,,,,,,,41702.0,458.0,,,,,,,43153.0,546.0,,,,,,,True,0
2023-02-20,29264,310,4079.09,,,,,,,0.0,37069.42857142857,37069.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,37845.0,381.0,,,,,,,40359.0,459.0,,,,,,,32418.0,368.0,,,,,,,42486.0,457.0,,,,,,,True,0
2023-02-21,34542,421,3997.34,,,,,,,-0.020041234687148357,36046.57142857143,36046.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,29264.0,310.0,,,,,,,39070.0,443.0,,,,,,,38828.0,427.0,,,,,,,41702.0,458.0,,,,,,,True,0
2023-02-22,37889,425,3991.05,,,,,,,-0.0015735464083616035,36828.142857142855,36828.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,34542.0,421.0,,,,,,,37845.0,381.0,,,,,,,40359.0,459.0,,,,,,,32418.0,368.0,,,,,,,True,0
2023-02-23,36945,337,4012.32,,,,,,,0.0053294245875146196,36559.142857142855,36559.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,37889.0,425.0,,,,,,,29264.0,310.0,,,,,,,39070.0,443.0,,,,,,,38828.0,427.0,,,,,,,True,1
2023-02-24,36781,335,3970.04,,,,,,,-0.010537544363360851,36048.0,36048.0,0.0,0.0,0.0,0.0,0.0,0.0,36945.0,337.0,,,,,,,34542.0,421.0,,,,,,,37845.0,381.0,,,,,,,40359.0,459.0,,,,,,,True,0
2023-02-27,27633,300,3982.24,,,,,,,0.0030730168965551474,34414.142857142855,34414.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,36781.0,335.0,,,,,,,37889.0,425.0,,,,,,,29264.0,310.0,,,,,,,39070.0,443.0,,,,,,,True,1
2023-02-28,35087,364,3970.15,,,,,,,-0.0030359797500902896,34020.142857142855,34020.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,27633.0,300.0,,,,,,,36945.0,337.0,,,,,,,34542.0,421.0,,,,,,,37845.0,381.0,,,,,,,True,0
2023-03-01,34039,399,3951.39,,,,,,,-0.004725262269687613,34702.28571428572,34702.28571428572,0.0,0.0,0.0,0.0,0.0,0.0,35087.0,364.0,,,,,,,36781.0,335.0,,,,,,,37889.0,425.0,,,,,,,29264.0,310.0,,,,,,,True,0
2023-03-02,29727,409,3981.35,,,,,,,0.0075821419804169565,34014.42857142857,34014.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,34039.0,399.0,,,,,,,27633.0,300.0,,,,,,,36945.0,337.0,,,,,,,34542.0,421.0,,,,,,,True,1
2023-03-03,30628,348,4045.64,,,,,,,0.0161477890665227,32977.142857142855,32977.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,29727.0,409.0,,,,,,,35087.0,364.0,,,,,,,36781.0,335.0,,,,,,,37889.0,425.0,,,,,,,True,1
2023-03-06,22529,269,4048.42,,,,,,,0.0006871595099910977,30917.714285714286,30917.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,30628.0,348.0,,,,,,,34039.0,399.0,,,,,,,27633.0,300.0,,,,,,,36945.0,337.0,,,,,,,True,1
2023-03-07,27700,356,3986.37,,,,,,,-0.015326967063694075,29620.428571428572,29620.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,22529.0,269.0,,,,,,,29727.0,409.0,,,,,,,35087.0,364.0,,,,,,,36781.0,335.0,,,,,,,True,0
2023-03-08,27948,301,3992.01,,,,,,,0.001414821002566402,29665.428571428572,29665.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,27700.0,356.0,,,,,,,30628.0,348.0,,,,,,,34039.0,399.0,,,,,,,27633.0,300.0,,,,,,,True,1
2023-03-09,27362,331,3918.32,,,,,,,-0.018459372596762003,28561.85714285714,28561.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,27948.0,301.0,,,,,,,22529.0,269.0,,,,,,,29727.0,409.0,,,,,,,35087.0,364.0,,,,,,,True,0
2023-03-10,26899,317,3861.59,,,,,,,-0.014478143694236278,27541.85714285714,27541.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,27362.0,331.0,,,,,,,27700.0,356.0,,,,,,,30628.0,348.0,,,,,,,34039.0,399.0,,,,,,,True,0
2023-03-13,20009,267,3855.76,,,,,,,-0.0015097408062482165,26153.571428571428,26153.571428571428,0.0,0.0,0.0,0.0,0.0,0.0,26899.0,317.0,,,,,,,27948.0,301.0,,,,,,,22529.0,269.0,,,,,,,29727.0,409.0,,,,,,,True,0
2023-03-14,25115,321,3919.29,,,,,,,0.016476647924144494,25366.0,25366.0,0.0,0.0,0.0,0.0,0.0,0.0,20009.0,267.0,,,,,,,27362.0,331.0,,,,,,,27700.0,356.0,,,,,,,30628.0,348.0,,,,,,,True,1
2023-03-15,26315,320,3891.93,,,,,,,-0.006980856226510457,25906.85714285714,25906.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,25115.0,321.0,,,,,,,26899.0,317.0,,,,,,,27948.0,301.0,,,,,,,22529.0,269.0,,,,,,,True,0
2023-03-16,23392,408,3960.28,,,,,,,0.017561980816715783,25291.428571428572,25291.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,26315.0,320.0,,,,,,,20009.0,267.0,,,,,,,27362.0,331.0,,,,,,,27700.0,356.0,,,,,,,True,1
2023-03-17,22994,334,3916.64,,,,,,,-0.01101942286909019,24583.714285714286,24583.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,23392.0,408.0,,,,,,,25115.0,321.0,,,,,,,26899.0,317.0,,,,,,,27948.0,301.0,,,,,,,True,0
2023-03-20,17690,250,3951.57,,,,,,,0.008918358593079878,23202.0,23202.0,0.0,0.0,0.0,0.0,0.0,0.0,22994.0,334.0,,,,,,,26315.0,320.0,,,,,,,20009.0,267.0,,,,,,,27362.0,331.0,,,,,,,True,1
2023-03-21,23371,332,4002.87,,,,,,,0.012982181765728518,22698.0,22698.0,0.0,0.0,0.0,0.0,0.0,0.0,17690.0,250.0,,,,,,,23392.0,408.0,,,,,,,25115.0,321.0,,,,,,,26899.0,317.0,,,,,,,True,1
2023-03-22,22286,306,3936.97,,,,,,,-0.01646318766285193,23023.285714285714,23023.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,23371.0,332.0,,,,,,,22994.0,334.0,,,,,,,26315.0,320.0,,,,,,,20009.0,267.0,,,,,,,True,0
2023-03-23,23502,289,3948.72,,,,,,,0.002984528711166279,22792.85714285714,22792.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,22286.0,306.0,,,,,,,17690.0,250.0,,,,,,,23392.0,408.0,,,,,,,25115.0,321.0,,,,,,,True,1
2023-03-24,22399,287,3970.99,,,,,,,0.0056398022650376856,22233.428571428572,22233.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,23502.0,289.0,,,,,,,23371.0,332.0,,,,,,,22994.0,334.0,,,,,,,26315.0,320.0,,,,,,,True,1
2023-03-27,17652,241,3977.53,,,,,,,0.0016469444647304599,21413.428571428572,21413.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,22399.0,287.0,,,,,,,22286.0,306.0,,,,,,,17690.0,250.0,,,,,,,23392.0,408.0,,,,,,,True,1
2023-03-28,20583,252,3971.27,,,,,,,-0.0015738410521103363,21069.0,21069.0,0.0,0.0,0.0,0.0,0.0,0.0,17652.0,241.0,,,,,,,23502.0,289.0,,,,,,,23371.0,332.0,,,,,,,22994.0,334.0,,,,,,,True,0
2023-03-29,21045,279,4027.81,,,,,,,0.014237259113583312,21548.285714285714,21548.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,20583.0,252.0,,,,,,,22399.0,287.0,,,,,,,22286.0,306.0,,,,,,,17690.0,250.0,,,,,,,True,1
2023-03-30,22734,414,4050.83,,,,,,,0.0057152646227105475,21457.285714285714,21457.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,21045.0,279.0,,,,,,,17652.0,241.0,,,,,,,23502.0,289.0,,,,,,,23371.0,332.0,,,,,,,True,1
2023-03-31,19582,328,4109.31,,,,,,,0.014436547571732294,21071.0,21071.0,0.0,0.0,0.0,0.0,0.0,0.0,22734.0,414.0,,,,,,,20583.0,252.0,,,,,,,22399.0,287.0,,,,,,,22286.0,306.0,,,,,,,True,1
2023-04-03,15893,287,4124.51,,,,,,,0.0036989178231867648,19984.0,19984.0,0.0,0.0,0.0,0.0,0.0,0.0,19582.0,328.0,,,,,,,21045.0,279.0,,,,,,,17652.0,241.0,,,,,,,23502.0,289.0,,,,,,,True,1
2023-04-04,19055,394,4100.6,,,,,,,-0.0057970522559043225,19506.285714285714,19506.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,15893.0,287.0,,,,,,,22734.0,414.0,,,,,,,20583.0,252.0,,,,,,,22399.0,287.0,,,,,,,True,0
2023-04-05,20608,315,4090.38,,,,,,,-0.0024923181973370845,19928.571428571428,19928.571428571428,0.0,0.0,0.0,0.0,0.0,0.0,19055.0,394.0,,,,,,,19582.0,328.0,,,,,,,21045.0,279.0,,,,,,,17652.0,241.0,,,,,,,True,0
2023-04-06,19721,265,4105.02,,,,,,,0.003579129567424122,19805.428571428572,19805.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,20608.0,315.0,,,,,,,15893.0,287.0,,,,,,,22734.0,414.0,,,,,,,20583.0,252.0,,,,,,,True,1
2023-04-07,17437,235,4105.02,,,,,,,0.0,19290.0,19290.0,0.0,0.0,0.0,0.0,0.0,0.0,19721.0,265.0,,,,,,,19055.0,394.0,,,,,,,19582.0,328.0,,,,,,,21045.0,279.0,,,,,,,True,0
2023-04-10,13321,209,4109.11,,,,,,,0.0009963410653295313,17945.285714285714,17945.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,17437.0,235.0,,,,,,,20608.0,315.0,,,,,,,15893.0,287.0,,,,,,,22734.0,414.0,,,,,,,True,1
2023-04-11,15631,235,4108.94,,,,,,,-4.137148920324574e-05,17380.85714285714,17380.85714285714,0.0,0.0,0.0,0.0,0.0,0.0,13321.0,209.0,,,,,,,19721.0,265.0,,,,,,,19055.0,394.0,,,,,,,19582.0,328.0,,,,,,,True,0
2023-04-12,17829,226,4091.95,,,,,,,-0.004134886369720592,17657.428571428572,17657.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,15631.0,235.0,,,,,,,17437.0,235.0,,,,,,,20608.0,315.0,,,,,,,15893.0,287.0,,,,,,,True,0
2023-04-13,16999,245,4146.22,,,,,,,0.013262625398648753,17363.714285714286,17363.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,17829.0,226.0,,,,,,,13321.0,209.0,,,,,,,19721.0,265.0,,,,,,,19055.0,394.0,,,,,,,True,1
2023-04-14,17337,341,4137.64,,,,,,,-0.0020693547375681964,16896.428571428572,16896.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,16999.0,245.0,,,,,,,15631.0,235.0,,,,,,,17437.0,235.0,,,,,,,20608.0,315.0,,,,,,,True,0
2023-04-17,12827,199,4151.32,,,,,,,0.0033062325383550473,15911.57142857143,15911.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,17337.0,341.0,,,,,,,17829.0,226.0,,,,,,,13321.0,209.0,,,,,,,19721.0,265.0,,,,,,,True,1
2023-04-18,14950,307,4154.87,,,,,,,0.0008551496873283604,15556.285714285714,15556.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,12827.0,199.0,,,,,,,16999.0,245.0,,,,,,,15631.0,235.0,,,,,,,17437.0,235.0,,,,,,,True,1
2023-04-19,15673,226,4154.52,,,,,,,-8.423849602978706e-05,15892.285714285714,15892.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,14950.0,307.0,,,,,,,17337.0,341.0,,,,,,,17829.0,226.0,,,,,,,13321.0,209.0,,,,,,,True,0
2023-04-20,15769,232,4129.79,,,,,,,-0.005952552882162232,15912.0,15912.0,0.0,0.0,0.0,0.0,0.0,0.0,15673.0,226.0,,,,,,,12827.0,199.0,,,,,,,16999.0,245.0,,,,,,,15631.0,235.0,,,,,,,True,0
2023-04-21,16228,250,4133.52,,,,,,,0.0009031936248575789,15683.285714285714,15683.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,15769.0,232.0,,,,,,,14950.0,307.0,,,,,,,17337.0,341.0,,,,,,,17829.0,226.0,,,,,,,True,1
2023-04-24,12335,203,4137.04,,,,,,,0.0008515744450250384,15017.0,15017.0,0.0,0.0,0.0,0.0,0.0,0.0,16228.0,250.0,,,,,,,15673.0,226.0,,,,,,,12827.0,199.0,,,,,,,16999.0,245.0,,,,,,,True,1
2023-04-25,13011,212,4071.63,,,,,,,-0.015810821263512076,14399.0,14399.0,0.0,0.0,0.0,0.0,0.0,0.0,12335.0,203.0,,,,,,,15769.0,232.0,,,,,,,14950.0,307.0,,,,,,,17337.0,341.0,,,,,,,True,0
2023-04-26,15906,269,4055.99,,,,,,,-0.003841213469789828,14838.857142857143,14838.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,13011.0,212.0,,,,,,,16228.0,250.0,,,,,,,15673.0,226.0,,,,,,,12827.0,199.0,,,,,,,True,0
2023-04-27,12473,298,4135.35,,,,,,,0.019566123190639217,14485.0,14485.0,0.0,0.0,0.0,0.0,0.0,0.0,15906.0,269.0,,,,,,,12335.0,203.0,,,,,,,15769.0,232.0,,,,,,,14950.0,307.0,,,,,,,True,1
2023-04-28,12001,171,4169.48,,,,,,,0.008253231286347917,13960.42857142857,13960.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,12473.0,298.0,,,,,,,13011.0,212.0,,,,,,,16228.0,250.0,,,,,,,15673.0,226.0,,,,,,,True,1
2023-05-01,8931,211,4167.87,,,,,,,-0.0003861392787588569,12983.57142857143,12983.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,12001.0,171.0,,,,,,,15906.0,269.0,,,,,,,12335.0,203.0,,,,,,,15769.0,232.0,,,,,,,True,0
2023-05-02,11368,176,4119.58,,,,,,,-0.011586253889876552,12289.285714285714,12289.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,8931.0,211.0,,,,,,,12473.0,298.0,,,,,,,13011.0,212.0,,,,,,,16228.0,250.0,,,,,,,True,0
2023-05-03,12566,183,4090.75,,,,,,,-0.006998286233062534,12322.285714285714,12322.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,11368.0,176.0,,,,,,,12001.0,171.0,,,,,,,15906.0,269.0,,,,,,,12335.0,203.0,,,,,,,True,0
2023-05-04,12348,168,4061.22,,,,,,,-0.007218725172645657,12227.57142857143,12227.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,12566.0,183.0,,,,,,,8931.0,211.0,,,,,,,12473.0,298.0,,,,,,,13011.0,212.0,,,,,,,True,0
