Date,New_Cases,New_Deaths,Value,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,SP500_Daily_Return,New_Cases_7d_avg,New_Cases_12d_avg,retail_and_recreation_percent_change_from_baseline_change,grocery_and_pharmacy_percent_change_from_baseline_change,parks_percent_change_from_baseline_change,transit_stations_percent_change_from_baseline_change,workplaces_percent_change_from_baseline_change,residential_percent_change_from_baseline_change,New_Cases_lag_1,New_Deaths_lag_1,retail_and_recreation_percent_change_from_baseline_lag1,grocery_and_pharmacy_percent_change_from_baseline_lag1,parks_percent_change_from_baseline_lag1,transit_stations_percent_change_from_baseline_lag1,workplaces_percent_change_from_baseline_lag1,residential_percent_change_from_baseline_lag1,New_Cases_lag_3,New_Deaths_lag_3,retail_and_recreation_percent_change_from_baseline_lag3,grocery_and_pharmacy_percent_change_from_baseline_lag3,parks_percent_change_from_baseline_lag3,transit_stations_percent_change_from_baseline_lag3,workplaces_percent_change_from_baseline_lag3,residential_percent_change_from_baseline_lag3,New_Cases_lag_5,New_Deaths_lag_5,retail_and_recreation_percent_change_from_baseline_lag5,grocery_and_pharmacy_percent_change_from_baseline_lag5,parks_percent_change_from_baseline_lag5,transit_stations_percent_change_from_baseline_lag5,workplaces_percent_change_from_baseline_lag5,residential_percent_change_from_baseline_lag5,New_Cases_lag_7,New_Deaths_lag_7,retail_and_recreation_percent_change_from_baseline_lag7,grocery_and_pharmacy_percent_change_from_baseline_lag7,parks_percent_change_from_baseline_lag7,transit_stations_percent_change_from_baseline_lag7,workplaces_percent_change_from_baseline_lag7,residential_percent_change_from_baseline_lag7,is_trading_day,Market_Up
2020-02-17,0,0,,6.0,0.0,28.0,-9.0,-24.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0
2020-02-18,0,0,3370.29,0.0,-1.0,6.0,1.0,0.0,1.0,,,,-1.0,-inf,-0.7857142857142857,-1.1111111111111112,-1.0,-0.8,0.0,0.0,6.0,0.0,28.0,-9.0,-24.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,True,0
2020-02-19,0,0,3386.15,2.0,0.0,8.0,1.0,1.0,0.0,0.004705826501577137,,,inf,-1.0,0.33333333333333326,0.0,inf,-1.0,0.0,0.0,0.0,-1.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,1
2020-02-20,0,0,3373.23,1.0,0.0,4.0,0.0,0.0,1.0,-0.0038155427255142094,,,-0.5,,-0.5,-1.0,-1.0,inf,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,28.0,-9.0,-24.0,5.0,,,,,,,,,,,,,,,,,True,0
2020-02-21,20,0,3337.75,2.0,-2.0,4.0,1.0,0.0,0.0,-0.010518108756295885,,,1.0,-inf,0.0,inf,,-1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,True,0
2020-02-24,18,0,3225.89,2.0,1.0,9.0,1.0,3.0,0.0,-0.0335135944873044,,,0.0,-1.5,1.25,0.0,inf,,20.0,0.0,2.0,-2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,28.0,-9.0,-24.0,5.0,,,,,,,,,True,0
2020-02-25,4,0,3128.21,4.0,1.0,9.0,2.0,2.0,0.0,-0.030280015747592093,6.0,6.0,1.0,0.0,0.0,1.0,-0.33333333333333337,,18.0,0.0,2.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,6.0,1.0,0.0,1.0,,,,,,,,,True,0
2020-02-26,3,0,3116.39,7.0,2.0,5.0,3.0,2.0,-1.0,-0.003778518705585654,6.428571428571429,6.428571428571429,0.75,1.0,-0.4444444444444444,0.5,0.0,-inf,4.0,0.0,4.0,1.0,9.0,2.0,2.0,0.0,20.0,0.0,2.0,-2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,28.0,-9.0,-24.0,5.0,True,0
2020-02-27,0,0,2978.76,8.0,3.0,12.0,4.0,2.0,0.0,-0.044163278665378725,6.428571428571429,6.428571428571429,0.1428571428571428,0.5,1.4,0.33333333333333326,0.0,-1.0,3.0,0.0,7.0,2.0,5.0,3.0,2.0,-1.0,18.0,0.0,2.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,6.0,1.0,0.0,1.0,True,0
2020-02-28,3,0,2954.22,8.0,3.0,10.0,5.0,2.0,-1.0,-0.008238327357692588,6.857142857142857,6.857142857142857,0.0,0.0,-0.16666666666666663,0.25,0.0,-inf,0.0,0.0,8.0,3.0,12.0,4.0,2.0,0.0,4.0,0.0,4.0,1.0,9.0,2.0,2.0,0.0,20.0,0.0,2.0,-2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,1.0,0.0,True,0
2020-03-02,25,5,3090.23,7.0,6.0,10.0,2.0,3.0,-1.0,0.04603922524388837,10.428571428571429,10.428571428571429,-0.125,1.0,0.0,-0.6,0.5,0.0,3.0,0.0,8.0,3.0,10.0,5.0,2.0,-1.0,3.0,0.0,7.0,2.0,5.0,3.0,2.0,-1.0,18.0,0.0,2.0,1.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,True,1
2020-03-03,24,3,3003.37,11.0,10.0,20.0,3.0,2.0,-1.0,-0.028107940185681968,11.0,11.0,0.5714285714285714,0.6666666666666667,1.0,0.5,-0.33333333333333337,0.0,25.0,5.0,7.0,6.0,10.0,2.0,3.0,-1.0,0.0,0.0,8.0,3.0,12.0,4.0,2.0,0.0,4.0,0.0,4.0,1.0,9.0,2.0,2.0,0.0,20.0,0.0,2.0,-2.0,4.0,1.0,0.0,0.0,True,0
2020-03-04,34,2,3130.12,8.0,6.0,17.0,2.0,3.0,-1.0,0.042202592421180185,13.285714285714286,13.285714285714286,-0.2727272727272727,-0.4,-0.15000000000000002,-0.33333333333333337,0.5,0.0,24.0,3.0,11.0,10.0,20.0,3.0,2.0,-1.0,3.0,0.0,8.0,3.0,10.0,5.0,2.0,-1.0,3.0,0.0,7.0,2.0,5.0,3.0,2.0,-1.0,18.0,0.0,2.0,1.0,9.0,1.0,3.0,0.0,True,1
2020-03-05,63,1,3023.94,8.0,7.0,21.0,2.0,3.0,-1.0,-0.03392202215889484,21.714285714285715,21.714285714285715,0.0,0.16666666666666674,0.23529411764705888,0.0,0.0,0.0,34.0,2.0,8.0,6.0,17.0,2.0,3.0,-1.0,25.0,5.0,7.0,6.0,10.0,2.0,3.0,-1.0,0.0,0.0,8.0,3.0,12.0,4.0,2.0,0.0,4.0,0.0,4.0,1.0,9.0,2.0,2.0,0.0,True,0
2020-03-06,98,3,2972.37,5.0,3.0,12.0,2.0,2.0,-1.0,-0.017053909799797706,35.285714285714285,35.285714285714285,-0.375,-0.5714285714285714,-0.4285714285714286,0.0,-0.33333333333333337,0.0,63.0,1.0,8.0,7.0,21.0,2.0,3.0,-1.0,24.0,3.0,11.0,10.0,20.0,3.0,2.0,-1.0,3.0,0.0,8.0,3.0,10.0,5.0,2.0,-1.0,3.0,0.0,7.0,2.0,5.0,3.0,2.0,-1.0,True,0
2020-03-09,163,4,2746.56,6.0,6.0,31.0,-1.0,0.0,0.0,-0.07596968075979771,58.57142857142857,58.57142857142857,0.19999999999999996,1.0,1.5833333333333335,-1.5,-1.0,-1.0,98.0,3.0,5.0,3.0,12.0,2.0,2.0,-1.0,34.0,2.0,8.0,6.0,17.0,2.0,3.0,-1.0,25.0,5.0,7.0,6.0,10.0,2.0,3.0,-1.0,0.0,0.0,8.0,3.0,12.0,4.0,2.0,0.0,True,0
2020-03-10,290,4,2882.23,6.0,7.0,18.0,-3.0,-2.0,1.0,0.04939633578003022,99.57142857142857,99.57142857142857,0.0,0.16666666666666674,-0.4193548387096774,2.0,-inf,inf,163.0,4.0,6.0,6.0,31.0,-1.0,0.0,0.0,63.0,1.0,8.0,7.0,21.0,2.0,3.0,-1.0,24.0,3.0,11.0,10.0,20.0,3.0,2.0,-1.0,3.0,0.0,8.0,3.0,10.0,5.0,2.0,-1.0,True,1
2020-03-11,307,8,2741.38,8.0,10.0,26.0,-2.0,-1.0,0.0,-0.048868410917935035,139.85714285714286,139.85714285714286,0.33333333333333326,0.4285714285714286,0.4444444444444444,-0.33333333333333337,-0.5,-1.0,290.0,4.0,6.0,7.0,18.0,-3.0,-2.0,1.0,98.0,3.0,5.0,3.0,12.0,2.0,2.0,-1.0,34.0,2.0,8.0,6.0,17.0,2.0,3.0,-1.0,25.0,5.0,7.0,6.0,10.0,2.0,3.0,-1.0,True,0
2020-03-12,1134,21,2480.64,6.0,23.0,19.0,-6.0,-3.0,1.0,-0.09511268047479748,298.42857142857144,298.42857142857144,-0.25,1.2999999999999998,-0.2692307692307693,2.0,2.0,inf,307.0,8.0,8.0,10.0,26.0,-2.0,-1.0,0.0,163.0,4.0,6.0,6.0,31.0,-1.0,0.0,0.0,63.0,1.0,8.0,7.0,21.0,2.0,3.0,-1.0,24.0,3.0,11.0,10.0,20.0,3.0,2.0,-1.0,True,0
2020-03-13,741,5,2711.02,2.0,26.0,4.0,-10.0,-7.0,3.0,0.0928711945304439,399.42857142857144,399.42857142857144,-0.6666666666666667,0.13043478260869557,-0.7894736842105263,0.6666666666666667,1.3333333333333335,2.0,1134.0,21.0,6.0,23.0,19.0,-6.0,-3.0,1.0,290.0,4.0,6.0,7.0,18.0,-3.0,-2.0,1.0,98.0,3.0,5.0,3.0,12.0,2.0,2.0,-1.0,34.0,2.0,8.0,6.0,17.0,2.0,3.0,-1.0,True,1
2020-03-16,1361,22,2386.13,-8.0,21.0,-1.0,-22.0,-20.0,8.0,-0.11984050283657066,584.8571428571429,584.8571428571429,-5.0,-0.1923076923076923,-1.25,1.2000000000000002,1.8571428571428572,1.6666666666666665,741.0,5.0,2.0,26.0,4.0,-10.0,-7.0,3.0,307.0,8.0,8.0,10.0,26.0,-2.0,-1.0,0.0,163.0,4.0,6.0,6.0,31.0,-1.0,0.0,0.0,63.0,1.0,8.0,7.0,21.0,2.0,3.0,-1.0,True,0
2020-03-17,2479,29,2529.19,-18.0,14.0,8.0,-26.0,-27.0,11.0,0.05995482224354909,925.0,925.0,1.25,-0.33333333333333337,-9.0,0.18181818181818188,0.3500000000000001,0.375,1361.0,22.0,-8.0,21.0,-1.0,-22.0,-20.0,8.0,1134.0,21.0,6.0,23.0,19.0,-6.0,-3.0,1.0,290.0,4.0,6.0,7.0,18.0,-3.0,-2.0,1.0,98.0,3.0,5.0,3.0,12.0,2.0,2.0,-1.0,True,1
2020-03-18,3765,48,2398.1,-24.0,8.0,6.0,-30.0,-31.0,13.0,-0.05183082330706679,1439.5714285714287,1439.5714285714287,0.33333333333333326,-0.4285714285714286,-0.25,0.15384615384615374,0.14814814814814814,0.18181818181818188,2479.0,29.0,-18.0,14.0,8.0,-26.0,-27.0,11.0,741.0,5.0,2.0,26.0,4.0,-10.0,-7.0,3.0,307.0,8.0,8.0,10.0,26.0,-2.0,-1.0,0.0,163.0,4.0,6.0,6.0,31.0,-1.0,0.0,0.0,True,0
2020-03-19,5356,58,2409.39,-28.0,7.0,2.0,-36.0,-33.0,15.0,0.004707893749218206,2163.285714285714,2163.285714285714,0.16666666666666674,-0.125,-0.6666666666666667,0.19999999999999996,0.06451612903225801,0.15384615384615374,3765.0,48.0,-24.0,8.0,6.0,-30.0,-31.0,13.0,1361.0,22.0,-8.0,21.0,-1.0,-22.0,-20.0,8.0,1134.0,21.0,6.0,23.0,19.0,-6.0,-3.0,1.0,290.0,4.0,6.0,7.0,18.0,-3.0,-2.0,1.0,True,1
2020-03-20,6596,77,2304.92,-32.0,5.0,-2.0,-37.0,-36.0,16.0,-0.043359522534749395,3061.714285714286,3061.714285714286,0.1428571428571428,-0.2857142857142857,-2.0,0.02777777777777768,0.09090909090909083,0.06666666666666665,5356.0,58.0,-28.0,7.0,2.0,-36.0,-33.0,15.0,2479.0,29.0,-18.0,14.0,8.0,-26.0,-27.0,11.0,741.0,5.0,2.0,26.0,4.0,-10.0,-7.0,3.0,307.0,8.0,8.0,10.0,26.0,-2.0,-1.0,0.0,True,0
2020-03-23,11522,175,2237.4,-38.0,-10.0,-23.0,-47.0,-41.0,17.0,-0.02929385835517062,4545.714285714285,4545.714285714285,0.1875,-3.0,10.5,0.2702702702702702,0.13888888888888884,0.0625,6596.0,77.0,-32.0,5.0,-2.0,-37.0,-36.0,16.0,3765.0,48.0,-24.0,8.0,6.0,-30.0,-31.0,13.0,1361.0,22.0,-8.0,21.0,-1.0,-22.0,-20.0,8.0,1134.0,21.0,6.0,23.0,19.0,-6.0,-3.0,1.0,True,0
2020-03-24,12923,267,2447.33,-39.0,-12.0,-10.0,-46.0,-45.0,19.0,0.09382765710199337,6286.0,6286.0,0.026315789473684292,0.19999999999999996,-0.5652173913043479,-0.021276595744680882,0.09756097560975618,0.11764705882352944,11522.0,175.0,-38.0,-10.0,-23.0,-47.0,-41.0,17.0,5356.0,58.0,-28.0,7.0,2.0,-36.0,-33.0,15.0,2479.0,29.0,-18.0,14.0,8.0,-26.0,-27.0,11.0,741.0,5.0,2.0,26.0,4.0,-10.0,-7.0,3.0,True,1
2020-03-25,14951,311,2475.56,-40.0,-15.0,-7.0,-47.0,-46.0,19.0,0.011535019797084933,8227.42857142857,8227.42857142857,0.02564102564102555,0.25,-0.30000000000000004,0.021739130434782705,0.022222222222222143,0.0,12923.0,267.0,-39.0,-12.0,-10.0,-46.0,-45.0,19.0,6596.0,77.0,-32.0,5.0,-2.0,-37.0,-36.0,16.0,3765.0,48.0,-24.0,8.0,6.0,-30.0,-31.0,13.0,1361.0,22.0,-8.0,21.0,-1.0,-22.0,-20.0,8.0,True,1
2020-03-26,18685,389,2630.07,-40.0,-14.0,3.0,-48.0,-47.0,20.0,0.06241416083633622,10542.57142857143,10542.57142857143,0.0,-0.06666666666666665,-1.4285714285714286,0.02127659574468077,0.021739130434782705,0.05263157894736836,14951.0,311.0,-40.0,-15.0,-7.0,-47.0,-46.0,19.0,11522.0,175.0,-38.0,-10.0,-23.0,-47.0,-41.0,17.0,5356.0,58.0,-28.0,7.0,2.0,-36.0,-33.0,15.0,2479.0,29.0,-18.0,14.0,8.0,-26.0,-27.0,11.0,True,1
2020-03-27,20364,532,2541.47,-42.0,-16.0,-7.0,-49.0,-46.0,21.0,-0.0336873163071707,12913.857142857143,12913.857142857143,0.050000000000000044,0.1428571428571428,-3.3333333333333335,0.02083333333333326,-0.021276595744680882,0.050000000000000044,18685.0,389.0,-40.0,-14.0,3.0,-48.0,-47.0,20.0,12923.0,267.0,-39.0,-12.0,-10.0,-46.0,-45.0,19.0,6596.0,77.0,-32.0,5.0,-2.0,-37.0,-36.0,16.0,3765.0,48.0,-24.0,8.0,6.0,-30.0,-31.0,13.0,True,0
2020-03-30,24020,855,2626.65,-40.0,-18.0,-15.0,-50.0,-48.0,19.0,0.03351603599491648,15580.142857142857,15580.142857142857,-0.04761904761904767,0.125,1.1428571428571428,0.020408163265306145,0.04347826086956519,-0.09523809523809523,20364.0,532.0,-42.0,-16.0,-7.0,-49.0,-46.0,21.0,14951.0,311.0,-40.0,-15.0,-7.0,-47.0,-46.0,19.0,11522.0,175.0,-38.0,-10.0,-23.0,-47.0,-41.0,17.0,5356.0,58.0,-28.0,7.0,2.0,-36.0,-33.0,15.0,True,1
2020-03-31,26697,1087,2584.59,-40.0,-16.0,-16.0,-49.0,-49.0,20.0,-0.0160127919593398,18451.714285714286,18451.714285714286,0.0,-0.11111111111111116,0.06666666666666665,-0.020000000000000018,0.02083333333333326,0.05263157894736836,24020.0,855.0,-40.0,-18.0,-15.0,-50.0,-48.0,19.0,18685.0,389.0,-40.0,-14.0,3.0,-48.0,-47.0,20.0,12923.0,267.0,-39.0,-12.0,-10.0,-46.0,-45.0,19.0,6596.0,77.0,-32.0,5.0,-2.0,-37.0,-36.0,16.0,True,0
2020-04-01,27880,1300,2470.5,-37.0,-11.0,-7.0,-48.0,-49.0,20.0,-0.04414239782712159,20788.571428571428,20788.571428571428,-0.07499999999999996,-0.3125,-0.5625,-0.020408163265306145,0.0,0.0,26697.0,1087.0,-40.0,-16.0,-16.0,-49.0,-49.0,20.0,20364.0,532.0,-42.0,-16.0,-7.0,-49.0,-46.0,21.0,14951.0,311.0,-40.0,-15.0,-7.0,-47.0,-46.0,19.0,11522.0,175.0,-38.0,-10.0,-23.0,-47.0,-41.0,17.0,True,0
2020-04-02,28790,1205,2526.9,-40.0,-11.0,-9.0,-51.0,-50.0,21.0,0.022829386763812964,23055.285714285714,23055.285714285714,0.08108108108108114,0.0,0.2857142857142858,0.0625,0.020408163265306145,0.050000000000000044,27880.0,1300.0,-37.0,-11.0,-7.0,-48.0,-49.0,20.0,24020.0,855.0,-40.0,-18.0,-15.0,-50.0,-48.0,19.0,18685.0,389.0,-40.0,-14.0,3.0,-48.0,-47.0,20.0,12923.0,267.0,-39.0,-12.0,-10.0,-46.0,-45.0,19.0,True,1
2020-04-03,34181,1341,2488.65,-42.0,-12.0,-21.0,-51.0,-50.0,22.0,-0.015137124539950086,25802.428571428572,25802.428571428572,0.050000000000000044,0.09090909090909083,1.3333333333333335,0.0,0.0,0.04761904761904767,28790.0,1205.0,-40.0,-11.0,-9.0,-51.0,-50.0,21.0,26697.0,1087.0,-40.0,-16.0,-16.0,-49.0,-49.0,20.0,20364.0,532.0,-42.0,-16.0,-7.0,-49.0,-46.0,21.0,14951.0,311.0,-40.0,-15.0,-7.0,-47.0,-46.0,19.0,True,0
2020-04-06,31474,1576,2663.68,-42.0,-16.0,-10.0,-52.0,-50.0,20.0,0.07033130412070787,27629.428571428572,27629.428571428572,0.0,0.33333333333333326,-0.5238095238095238,0.019607843137254832,0.0,-0.09090909090909094,34181.0,1341.0,-42.0,-12.0,-21.0,-51.0,-50.0,22.0,27880.0,1300.0,-37.0,-11.0,-7.0,-48.0,-49.0,20.0,24020.0,855.0,-40.0,-18.0,-15.0,-50.0,-48.0,19.0,18685.0,389.0,-40.0,-14.0,3.0,-48.0,-47.0,20.0,True,1
2020-04-07,34113,2201,2659.41,-42.0,-14.0,-2.0,-51.0,-51.0,21.0,-0.0016030454108602044,29593.571428571428,29593.571428571428,0.0,-0.125,-0.8,-0.019230769230769273,0.020000000000000018,0.050000000000000044,31474.0,1576.0,-42.0,-16.0,-10.0,-52.0,-50.0,20.0,28790.0,1205.0,-40.0,-11.0,-9.0,-51.0,-50.0,21.0,26697.0,1087.0,-40.0,-16.0,-16.0,-49.0,-49.0,20.0,20364.0,532.0,-42.0,-16.0,-7.0,-49.0,-46.0,21.0,True,0
2020-04-08,32953,2283,2749.98,-42.0,-15.0,-6.0,-51.0,-51.0,21.0,0.03405642604938697,30869.714285714286,30869.714285714286,0.0,0.0714285714285714,2.0,0.0,0.0,0.0,34113.0,2201.0,-42.0,-14.0,-2.0,-51.0,-51.0,21.0,34181.0,1341.0,-42.0,-12.0,-21.0,-51.0,-50.0,22.0,27880.0,1300.0,-37.0,-11.0,-7.0,-48.0,-49.0,20.0,24020.0,855.0,-40.0,-18.0,-15.0,-50.0,-48.0,19.0,True,1
2020-04-09,34263,2199,2789.82,-43.0,-13.0,-21.0,-54.0,-52.0,22.0,0.01448737809002254,31950.571428571428,31950.571428571428,0.023809523809523725,-0.1333333333333333,2.5,0.05882352941176472,0.019607843137254832,0.04761904761904767,32953.0,2283.0,-42.0,-15.0,-6.0,-51.0,-51.0,21.0,31474.0,1576.0,-42.0,-16.0,-10.0,-52.0,-50.0,20.0,28790.0,1205.0,-40.0,-11.0,-9.0,-51.0,-50.0,21.0,26697.0,1087.0,-40.0,-16.0,-16.0,-49.0,-49.0,20.0,True,1
2020-04-10,34245,2271,2789.82,-43.0,-13.0,-21.0,-54.0,-56.0,24.0,0.0,32859.857142857145,32859.857142857145,0.0,0.0,0.0,0.0,0.07692307692307687,0.09090909090909083,34263.0,2199.0,-43.0,-13.0,-21.0,-54.0,-52.0,22.0,34113.0,2201.0,-42.0,-14.0,-2.0,-51.0,-51.0,21.0,34181.0,1341.0,-42.0,-12.0,-21.0,-51.0,-50.0,22.0,27880.0,1300.0,-37.0,-11.0,-7.0,-48.0,-49.0,20.0,True,0
2020-04-13,27507,1810,2761.63,-45.0,-22.0,-31.0,-55.0,-51.0,21.0,-0.010104594561656355,32676.571428571428,32676.571428571428,0.04651162790697683,0.6923076923076923,0.4761904761904763,0.0185185185185186,-0.0892857142857143,-0.125,34245.0,2271.0,-43.0,-13.0,-21.0,-54.0,-56.0,24.0,32953.0,2283.0,-42.0,-15.0,-6.0,-51.0,-51.0,21.0,31474.0,1576.0,-42.0,-16.0,-10.0,-52.0,-50.0,20.0,28790.0,1205.0,-40.0,-11.0,-9.0,-51.0,-50.0,21.0,True,0
2020-04-14,29801,2532,2846.06,-40.0,-16.0,-15.0,-50.0,-50.0,20.0,0.030572524197665762,32050.85714285714,32050.85714285714,-0.11111111111111116,-0.2727272727272727,-0.5161290322580645,-0.09090909090909094,-0.019607843137254943,-0.04761904761904767,27507.0,1810.0,-45.0,-22.0,-31.0,-55.0,-51.0,21.0,34263.0,2199.0,-43.0,-13.0,-21.0,-54.0,-52.0,22.0,34113.0,2201.0,-42.0,-14.0,-2.0,-51.0,-51.0,21.0,34181.0,1341.0,-42.0,-12.0,-21.0,-51.0,-50.0,22.0,True,1
2020-04-15,32185,2716,2783.36,-36.0,-13.0,-16.0,-49.0,-49.0,20.0,-0.022030456139364496,32152.428571428572,32152.428571428572,-0.09999999999999998,-0.1875,0.06666666666666665,-0.020000000000000018,-0.020000000000000018,0.0,29801.0,2532.0,-40.0,-16.0,-15.0,-50.0,-50.0,20.0,34245.0,2271.0,-43.0,-13.0,-21.0,-54.0,-56.0,24.0,32953.0,2283.0,-42.0,-15.0,-6.0,-51.0,-51.0,21.0,31474.0,1576.0,-42.0,-16.0,-10.0,-52.0,-50.0,20.0,True,0
2020-04-16,30847,2293,2799.55,-39.0,-13.0,-14.0,-50.0,-49.0,21.0,0.005816710738100639,31685.85714285714,31685.85714285714,0.08333333333333326,0.0,-0.125,0.020408163265306145,0.0,0.050000000000000044,32185.0,2716.0,-36.0,-13.0,-16.0,-49.0,-49.0,20.0,27507.0,1810.0,-45.0,-22.0,-31.0,-55.0,-51.0,21.0,34263.0,2199.0,-43.0,-13.0,-21.0,-54.0,-52.0,22.0,34113.0,2201.0,-42.0,-14.0,-2.0,-51.0,-51.0,21.0,True,1
2020-04-17,33892,2650,2874.56,-42.0,-17.0,-22.0,-51.0,-48.0,22.0,0.026793591827257934,31820.0,31820.0,0.07692307692307687,0.3076923076923077,0.5714285714285714,0.020000000000000018,-0.020408163265306145,0.04761904761904767,30847.0,2293.0,-39.0,-13.0,-14.0,-50.0,-49.0,21.0,29801.0,2532.0,-40.0,-16.0,-15.0,-50.0,-50.0,20.0,34245.0,2271.0,-43.0,-13.0,-21.0,-54.0,-56.0,24.0,32953.0,2283.0,-42.0,-15.0,-6.0,-51.0,-51.0,21.0,True,1
2020-04-20,28763,2024,2823.16,-39.0,-16.0,-7.0,-49.0,-48.0,19.0,-0.017880997439608137,31034.285714285714,31034.285714285714,-0.0714285714285714,-0.05882352941176472,-0.6818181818181819,-0.039215686274509776,0.0,-0.13636363636363635,33892.0,2650.0,-42.0,-17.0,-22.0,-51.0,-48.0,22.0,32185.0,2716.0,-36.0,-13.0,-16.0,-49.0,-49.0,20.0,27507.0,1810.0,-45.0,-22.0,-31.0,-55.0,-51.0,21.0,34263.0,2199.0,-43.0,-13.0,-21.0,-54.0,-52.0,22.0,True,0
2020-04-21,27569,2680,2736.56,-38.0,-14.0,-8.0,-49.0,-49.0,20.0,-0.030674846625766805,30080.571428571428,30080.571428571428,-0.02564102564102566,-0.125,0.1428571428571428,0.0,0.02083333333333326,0.05263157894736836,28763.0,2024.0,-39.0,-16.0,-7.0,-49.0,-48.0,19.0,30847.0,2293.0,-39.0,-13.0,-14.0,-50.0,-49.0,21.0,29801.0,2532.0,-40.0,-16.0,-15.0,-50.0,-50.0,20.0,34245.0,2271.0,-43.0,-13.0,-21.0,-54.0,-56.0,24.0,True,0
2020-04-22,31841,2466,2799.31,-38.0,-14.0,-9.0,-48.0,-49.0,20.0,0.02293024819481393,30699.714285714286,30699.714285714286,0.0,0.0,0.125,-0.020408163265306145,0.0,0.0,27569.0,2680.0,-38.0,-14.0,-8.0,-49.0,-49.0,20.0,33892.0,2650.0,-42.0,-17.0,-22.0,-51.0,-48.0,22.0,32185.0,2716.0,-36.0,-13.0,-16.0,-49.0,-49.0,20.0,27507.0,1810.0,-45.0,-22.0,-31.0,-55.0,-51.0,21.0,True,1
2020-04-23,34632,2429,2797.8,-40.0,-14.0,-14.0,-50.0,-49.0,21.0,-0.000539418642451106,31389.85714285714,31389.85714285714,0.05263157894736836,0.0,0.5555555555555556,0.04166666666666674,0.0,0.050000000000000044,31841.0,2466.0,-38.0,-14.0,-9.0,-48.0,-49.0,20.0,28763.0,2024.0,-39.0,-16.0,-7.0,-49.0,-48.0,19.0,30847.0,2293.0,-39.0,-13.0,-14.0,-50.0,-49.0,21.0,29801.0,2532.0,-40.0,-16.0,-15.0,-50.0,-50.0,20.0,True,0
2020-04-24,34801,2026,2836.74,-40.0,-16.0,-14.0,-50.0,-48.0,21.0,0.01391807849024218,31763.571428571428,31763.571428571428,0.0,0.1428571428571428,0.0,0.0,-0.020408163265306145,0.0,34632.0,2429.0,-40.0,-14.0,-14.0,-50.0,-49.0,21.0,27569.0,2680.0,-38.0,-14.0,-8.0,-49.0,-49.0,20.0,33892.0,2650.0,-42.0,-17.0,-22.0,-51.0,-48.0,22.0,32185.0,2716.0,-36.0,-13.0,-16.0,-49.0,-49.0,20.0,True,1
2020-04-27,24290,1611,2878.48,-35.0,-13.0,-4.0,-48.0,-46.0,18.0,0.014714073196697708,30826.85714285714,30826.85714285714,-0.125,-0.1875,-0.7142857142857143,-0.040000000000000036,-0.04166666666666663,-0.1428571428571429,34801.0,2026.0,-40.0,-16.0,-14.0,-50.0,-48.0,21.0,31841.0,2466.0,-38.0,-14.0,-9.0,-48.0,-49.0,20.0,28763.0,2024.0,-39.0,-16.0,-7.0,-49.0,-48.0,19.0,30847.0,2293.0,-39.0,-13.0,-14.0,-50.0,-49.0,21.0,True,1
2020-04-28,27005,2374,2863.39,-34.0,-10.0,6.0,-45.0,-48.0,12.0,-0.005242350129234907,29843.0,29843.0,-0.02857142857142858,-0.23076923076923073,-2.5,-0.0625,0.04347826086956519,-0.33333333333333337,24290.0,1611.0,-35.0,-13.0,-4.0,-48.0,-46.0,18.0,34632.0,2429.0,-40.0,-14.0,-14.0,-50.0,-49.0,21.0,27569.0,2680.0,-38.0,-14.0,-8.0,-49.0,-49.0,20.0,33892.0,2650.0,-42.0,-17.0,-22.0,-51.0,-48.0,22.0,True,0
